2013 Federal Election House of Representatives First Preferences By Candidate By Polling Place for ACT [Event:17496 Phase:FinalResults Generated:2014-10-28T11:21:48 Cycle:570ee0da-3d7a-4f7e-8aa1-3c32a4f287ed Created:2014-05-16T14:24:09 Environment:PROD Site:PARKES Server:ACT01 Version:9.1.17.21449]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
ACT,101,Canberra,8781,Monash,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,81,3.5
ACT,101,Canberra,8781,Monash,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,95,4.1
ACT,101,Canberra,8781,Monash,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,988,-3.02
ACT,101,Canberra,8781,Monash,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,31,1.34
ACT,101,Canberra,8781,Monash,999,Informal,Informal,999,N,N,,Informal,126,-0.69
ACT,101,Canberra,8782,Narrabundah,24857,SEFTON,Tom,1,N,N,LP,Liberal,487,-0.46
ACT,101,Canberra,8782,Narrabundah,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,240,-7.01
ACT,101,Canberra,8782,Narrabundah,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,55,3.42
ACT,101,Canberra,8782,Narrabundah,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,58,3.61
ACT,101,Canberra,8782,Narrabundah,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,744,-1.04
ACT,101,Canberra,8782,Narrabundah,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,24,1.49
ACT,101,Canberra,8782,Narrabundah,999,Informal,Informal,999,N,N,,Informal,104,0.4
ACT,101,Canberra,65739,Norfolk Island,24857,SEFTON,Tom,1,N,N,LP,Liberal,34,2.61
ACT,101,Canberra,65739,Norfolk Island,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,8,-14.84
ACT,101,Canberra,65739,Norfolk Island,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,8,8.99
ACT,101,Canberra,65739,Norfolk Island,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,0,0
ACT,101,Canberra,65739,Norfolk Island,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,39,3.24
ACT,101,Canberra,65739,Norfolk Island,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,0,0
ACT,101,Canberra,65739,Norfolk Island,999,Informal,Informal,999,N,N,,Informal,1,-2.5
ACT,101,Canberra,32706,Norfolk Island PPVC,24857,SEFTON,Tom,1,N,N,LP,Liberal,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,0,0
ACT,101,Canberra,32706,Norfolk Island PPVC,999,Informal,Informal,999,N,N,,Informal,0,0
ACT,101,Canberra,8783,Oaks Estate,24857,SEFTON,Tom,1,N,N,LP,Liberal,53,5.64
ACT,101,Canberra,8783,Oaks Estate,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,29,-14.72
ACT,101,Canberra,8783,Oaks Estate,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,15,8.62
ACT,101,Canberra,8783,Oaks Estate,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,9,5.17
