"long","lat","order","hole","piece","id","group"
135.297586,-34.552295,285,FALSE,"1","3","3.1"
135.354688,-34.580068,286,FALSE,"1","3","3.1"
135.361623,-34.620736,287,FALSE,"1","3","3.1"
135.398957,-34.627577,288,FALSE,"1","3","3.1"
135.365757,-34.642091,289,FALSE,"1","3","3.1"
135.438272,-34.633633,290,FALSE,"1","3","3.1"
135.451529,-34.614405,291,FALSE,"1","3","3.1"
135.51676,-34.612968,292,FALSE,"1","3","3.1"
135.508039,-34.594986,293,FALSE,"1","3","3.1"
135.45807,-34.58644,294,FALSE,"1","3","3.1"
135.443137,-34.600557,295,FALSE,"1","3","3.1"
135.472966,-34.61665,296,FALSE,"1","3","3.1"
135.431694,-34.603432,297,FALSE,"1","3","3.1"
135.445784,-34.537188,298,FALSE,"1","3","3.1"
135.428658,-34.527388,299,FALSE,"1","3","3.1"
135.410348,-34.538834,300,FALSE,"1","3","3.1"
135.405086,-34.507235,301,FALSE,"1","3","3.1"
135.391443,-34.534024,302,FALSE,"1","3","3.1"
135.42219,-34.548857,303,FALSE,"1","3","3.1"
135.406384,-34.555048,304,FALSE,"1","3","3.1"
135.413637,-34.587853,305,FALSE,"1","3","3.1"
135.396341,-34.593077,306,FALSE,"1","3","3.1"
135.422243,-34.601453,307,FALSE,"1","3","3.1"
135.389235,-34.595065,308,FALSE,"1","3","3.1"
135.398323,-34.55567,309,FALSE,"1","3","3.1"
135.376918,-34.515206,310,FALSE,"1","3","3.1"
135.395769,-34.496803,311,FALSE,"1","3","3.1"
135.388359,-34.441275,312,FALSE,"1","3","3.1"
135.358934,-34.418703,313,FALSE,"1","3","3.1"
135.346224,-34.267559,314,FALSE,"1","3","3.1"
135.303512,-34.184088,315,FALSE,"1","3","3.1"
135.267879,-34.177283,316,FALSE,"1","3","3.1"
135.241237,-34.150131,317,FALSE,"1","3","3.1"
135.279477,-34.119738,318,FALSE,"1","3","3.1"
135.271551,-34.019591,319,FALSE,"1","3","3.1"
135.252174,-33.981334,320,FALSE,"1","3","3.1"
135.194027,-33.919801,321,FALSE,"1","3","3.1"
135.182152,-33.877771,322,FALSE,"1","3","3.1"
135.161747,-33.877516,323,FALSE,"1","3","3.1"
135.040271,-33.755003,324,FALSE,"1","3","3.1"
134.878917,-33.653908,325,FALSE,"1","3","3.1"
134.879138,-33.636109,326,FALSE,"1","3","3.1"
134.860762,-33.643979,327,FALSE,"1","3","3.1"
134.830246,-33.626318,328,FALSE,"1","3","3.1"
134.863402,-33.546591,329,FALSE,"1","3","3.1"
134.845066,-33.43649,330,FALSE,"1","3","3.1"
134.802047,-33.328782,331,FALSE,"1","3","3.1"
134.658294,-33.233584,332,FALSE,"1","3","3.1"
134.719097,-33.229984,333,FALSE,"1","3","3.1"
134.702148,-33.17467,334,FALSE,"1","3","3.1"
134.632418,-33.162198,335,FALSE,"1","3","3.1"
134.595151,-33.13879,336,FALSE,"1","3","3.1"
134.558351,-33.161347,337,FALSE,"1","3","3.1"
134.598184,-33.196556,338,FALSE,"1","3","3.1"
134.640753,-33.182719,339,FALSE,"1","3","3.1"
134.647444,-33.19539,340,FALSE,"1","3","3.1"
134.623148,-33.197901,341,FALSE,"1","3","3.1"
134.631218,-33.213751,342,FALSE,"1","3","3.1"
134.663776,-33.223077,343,FALSE,"1","3","3.1"
134.642472,-33.224337,344,FALSE,"1","3","3.1"
134.630838,-33.245163,345,FALSE,"1","3","3.1"
134.59576,-33.203417,346,FALSE,"1","3","3.1"
134.450885,-33.144657,347,FALSE,"1","3","3.1"
134.368885,-33.175899,348,FALSE,"1","3","3.1"
134.358474,-33.125341,349,FALSE,"1","3","3.1"
134.292566,-33.07592,350,FALSE,"1","3","3.1"
134.299682,-33.049216,351,FALSE,"1","3","3.1"
134.27756,-33.024449,352,FALSE,"1","3","3.1"
134.264024,-33.031615,353,FALSE,"1","3","3.1"
134.281738,-33.050437,354,FALSE,"1","3","3.1"
134.262433,-33.060006,355,FALSE,"1","3","3.1"
134.262837,-33.083371,356,FALSE,"1","3","3.1"
134.284409,-33.113296,357,FALSE,"1","3","3.1"
